id_chamado,id_bairro,nome,subprefeitura
18517061,,,
18517502,,,
18517263,,,
18517485,,,
18517022,,,
18517239,,,
18517864,,,
18516400,,,
18518285,,,
18517954,,,
18517928,,,
18517424,,,
18517385,,,
18517253,,,
18517078,,,
18516774,,,
18517838,,,
18517225,,,
18517329,,,
18516324,,,
18516946,,,
18517260,,,
18517443,,,
18517333,,,
18517375,,,
18517939,,,
18517395,,,
18516500,,,
18517598,,,
18517760,,,
18517043,,,
18517041,,,
18517523,,,
18517753,,,
18516969,,,
18518181,,,
18517509,,,
18517359,,,
18516246,,,
18516920,,,
18517545,,,
18516900,,,
18517989,,,
18517969,,,
18517208,,,
18516464,,,
18517337,,,
18517556,,,
18518040,,,
18517349,,,
18517821,,,
18517291,,,
18517813,,,
18517071,,,
18518377,,,
18517500,,,
18517379,,,
18516433,,,
18516353,,,
18516426,,,
18518083,,,
18516783,,,
18517503,,,
18516365,,,
18516401,,,
18517494,,,
18518112,,,
18517479,,,
18516523,,,
18517483,,,
18518366,,,
18517314,,,
18516414,,,
